item_id,location_type,is_discounted,category,is_returnable,stock_level,brand,url,sku,name,description,price,currency,scraped_at,subcategory,gender,RFID_Tag,actual_stock,inaccuracy_rate,will_stockout
203841,End-cap,Yes,Clothing,Yes,2760,Zara,https://www.zara.com/us/en/leather-loafers-p15818210.html,000008768-860-9,SLINGBACK STRAPPY LEATHER KITTEN HEELS,Sandals. Two wide straps at instep with studs. Chunky sole.,7.99,USD,9:00:49 a.m.,tracksuits,Woman,NO,2745,0.072912869,NO
197454,End-cap,No,Clothing,Yes,1568,Zara,https://www.zara.com/us/en/structured-twill-pants-p06861431.html,000002381-923-9,FLAT SUEDE CLOGS,"ZARA WOMAN COLLECTION

Hooded coat made of wool blend fabric. Long sleeves. Front pockets. Tonal interior lining. Tied self belt.",199,USD,8:51:34 a.m.,t-shirts,Man,YES,1554,0.128865979,NO
199279,End-cap,No,Clothing,Yes,2361,Zara,https://www.zara.com/us/en/slingback-buckled-flat-shoes-p13540310.html,000004206-461-7,FABRIC ANKLE BOOT WITH GEOMETRIC HEEL,Chelsea boots. Mixed material construction. Pieced detail at back and rubberized toe cap. Rounded shape. Chunky soles with irregular design. Lug sole.,329,USD,8:50:08 a.m.,jeans,Man,YES,2351,0.212224109,NO
196926,Front of Store,No,Clothing,Yes,2359,Zara,https://www.zara.com/us/en/contrasting-hooded-cropped-blazer-p02509770.html,000001853-523-7,TANK TOP,Wide cut sweater made of viscose blend fabric. Round neck and long sleeves. Rib trim.,99.9,USD,8:51:35 a.m.,skirts,Woman,YES,2349,0.085215168,YES
199334,Front of Store,Yes,Clothing,No,924,Zara,https://www.zara.com/us/en/textured-faux-fur-knit-sweatshirt-p05536403.html,000004261-437-9,PLEATED WIDE FIT PANTS,Short quilted anorak. High collar and long sleeves. Side hidden in-seam pockets. Adjustable elastic drawcord hem with toggles. Front zip closure hidden by a snap button flap.,35.99,USD,8:51:37 a.m.,puffers,Woman,YES,914,0.327153762,YES
202857,End-cap,Yes,Clothing,Yes,1419,Zara,https://www.zara.com/us/en/zw-high-rise-%E2%80%9880s-skinny-jeans-p07223253.html,000007784-918-8,PLUSH SWEATSHIRT DRESS,"Rigid crossbody bag. Textured rubberized finish. Main compartment with zip closure. Interior mesh pocket. Adjustable and removable shoulder strap. 

Height x Length x Width 5.1 x 7.5 x 2.4 inches (13 x 19 x 6 cm)",229,USD,8:56:31 a.m.,bodysuits,Man,YES,1408,0.283286119,YES
197560,Aisle,Yes,Clothing,Yes,2086,Zara,https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html,000002487-083-2,PINSTRIPE HEELED PUMP,Sweater made with 67% alpaca. Round neck and long sleeves.,39.9,USD,8:54:47 a.m.,blazers,Man,YES,2071,0.144648023,NO
201551,End-cap,No,Clothing,Yes,1597,Zara,https://www.zara.com/us/en/-p02010744.html,000006478-153-1,FAUX PATENT LEATHER HEELED MULES,"ZARA WOMAN COLLECTION

Shirt made of 100% cotton. Lapel collar and adjustable long sleeves with self ties. Chest patch pockets. Front button closure.",129,USD,8:54:42 a.m.,t-shirts,Man,YES,1586,0.251572327,NO
202095,Aisle,No,Clothing,Yes,2548,Zara,https://www.zara.com/us/en/fabric-mules-p11552310.html,000007022-231-8,ZIPPERED LEATHER HEELED ANKLE BOOTS,High collar long sleeve anorak with adjustable hood and elastic drawcord. Front welt pockets with polar fleece lining interior. Side vents at hem with zip closure. Front zip closure.,15.99,USD,8:50:39 a.m.,bags,Man,YES,2534,0,YES
198098,Front of Store,Yes,Clothing,Yes,1011,Zara,https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html,000003025-123-8,JEWEL CROP KNIT VEST,Cardigan made of 100% wool. Round neck and long sleeves. Front flap detail. Single button front closure.,27.9,USD,8:50:09 a.m.,bags,Man,YES,1001,0.099800399,NO
196066,End-cap,No,Clothing,Yes,959,Zara,https://www.zara.com/us/en/embroidered-text-t-shirt-p00962453.html,000000993-514-6,BASIC WOOL AND ALPACA BLEND SWEATER,"Straight fit pants made of dense cotton. Front pockets and back flap patch pocket. Multi-functional pockets at legs. Washed effect. Front zip and button closure.

Origins special collection.",279,USD,8:50:18 a.m.,t-shirts,Woman,YES,944,0.106044539,NO
197282,Front of Store,Yes,Clothing,Yes,1752,Zara,https://www.zara.com/us/en/multi-pocket-nylon-backpack-p13253220.html,000002209-795-1,2 IN 1 TRAINING TIGHTS,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,45.9,USD,8:50:29 a.m.,t-shirts,Man,YES,1737,0.057603687,YES
197107,End-cap,No,Clothing,No,2912,Zara,https://www.zara.com/us/en/combination-leather-bodysuit-limited-edition-p06096302.html,000002034-969-4,PRINTED FLEECE OVERSHIRT,"SLIM FIT - ROUND NECK - CROPPED - LONG SLEEVE

Cropped shirt made of a cotton and modal blend. Round neckline and long sleeves.",17.9,USD,8:51:43 a.m.,bags,Man,YES,2900,0.034470872,NO
196753,Front of Store,No,Clothing,No,2140,Zara,https://www.zara.com/us/en/ribbed-swing-dress-p01044156.html,000001680-540-9,CROPPED BLAZER WITH TEXTURED BUTTONS,High top sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky tonal sole.,39.99,USD,9:00:34 a.m.,pants,Woman,YES,2126,0.094161959,YES
202306,End-cap,Yes,Clothing,No,721,Zara,https://www.zara.com/us/en/strappy-heeled-mary-janes-p12216310.html,000007233-913-3,WOOL BLEND SUIT PANTS,Roomy vest with V-neckline. Front patch pockets. Front metal zip closure.,89.9,USD,9:00:35 a.m.,bags,Man,YES,706,0.141442716,NO
202695,End-cap,No,Clothing,No,2367,Zara,https://www.zara.com/us/en/cropped-mock-neck-top-p02335620.html,000007622-704-8,LACE-UP MIXED BOOTS,"MID WAIST - STRAIGHT - ANKLE LENGTH

Five pocket jeans with a mid waist. Washed effect. Unfinished hem. Front zip and metal button closure.",69.9,USD,9:10:46 a.m.,bodysuits,Woman,YES,2357,0.042444822,NO
202142,Front of Store,No,Clothing,Yes,1026,Zara,https://www.zara.com/us/en/lace-leather-bra-p01758803.html,000007069-432-1,BASIC TOTE BAG,Midi skirt with covered high elastic waist. Back slit at hem.,9.99,USD,8:50:35 a.m.,cardigans,Woman,YES,1016,0.197238659,YES
197207,Aisle,Yes,Clothing,No,1871,Zara,https://www.zara.com/us/en/high-waist-mini-skirt-zw-collection-p02615747.html,000002134-344-5,HEART DETAIL LACE UP SANDALS,"Minimal shoulder bag. Wide strap with buckles at the ends. Lined interior. Magnetic closure at flap.

Height x Length x Width: 4.7 x 10.2 x 2 inches (12 x 26 x 5 cm)",89.9,USD,8:50:34 a.m.,bags,Man,YES,1856,0.215053763,YES
198521,End-cap,Yes,Clothing,No,2330,Zara,https://www.zara.com/us/en/flared-rib-pants-p02712306.html,000003448-642-1,POCKETED WASHED SWEATSHIRT,Shorts with a high waist made of polyamide. Shaping bodysuit that boosts and slenderizes the figure. Heat-sealed interior waistband for a slimmer effect.,99.9,USD,8:50:47 a.m.,tops,Woman,YES,2319,0.086169754,YES
195975,Aisle,No,Clothing,No,2563,Zara,https://www.zara.com/us/en/metallic-heeled-boots-p13014210.html,000000902-644-6,WASHED INTERLOCK PANTS,Sweatshirt made of contrasting technical fabric. High collar with adjustable drawstring hood. Long sleeves. Welt pockets at hip. Logo print detail at front. Front zip closure.,159,USD,9:00:34 a.m.,sweaters,Woman,YES,2549,0.156678418,YES
202777,Front of Store,No,Clothing,No,1527,Zara,https://www.zara.com/us/en/cropped-slim-fit-jeans-p08062499.html,000007704-512-6,PATCHWORK PRINTED SHIRT,"HIGH RISE - REGULAR LEG - LONG LENGTH - RIGID

Five pocket jeans with a high waist. Washed effect. Long straight legs. Front zip and metal button closure.",15.99,USD,8:50:32 a.m.,blazers,Man,YES,1517,0.264375413,NO
205012,Front of Store,Yes,Clothing,Yes,2109,Zara,https://www.zara.com/us/en/straight-cut-shoulder-pad-blazer-p02624827.html,000009939-697-1,ZW COLLECTION DOUBLE-FACED BIKER JACKET,Straight fit pants made with viscose. Front pleats at waist. Front and back welt pockets. Front zip and hidden metal hook closure.,279,USD,8:54:41 a.m.,puffers,Man,NO,2094,0.143061516,NO
197964,Front of Store,No,Clothing,Yes,2284,Zara,https://www.zara.com/us/en/faux-suede-short-jacket-p03046036.html,000002891-471-7,STRIPED LEATHER TOP LIMITED EDITION,Cotton knit pants. Side pockets and back pocket. Adjustable elastic drawstring waistband.,89.9,USD,8:56:33 a.m.,bodysuits,Man,YES,2274,0.043994721,YES
196531,Front of Store,Yes,Clothing,Yes,1853,Zara,https://www.zara.com/us/en/buttoned-striped-sweater-p01198153.html,000001458-746-7,RUBBERIZED OPENWORK EMBROIDERY DRESS,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,39.99,USD,8:51:33 a.m.,linen,Man,YES,1838,0,YES
202703,Aisle,No,Clothing,No,1750,Zara,https://www.zara.com/us/en/striped-knit-sweater-p06427115.html,000007630-485-8,MID-LAYER HOODED JACKET SKI COLLECTION,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,699,USD,8:51:32 a.m.,bags,Woman,YES,1736,0,YES
200244,Aisle,No,Clothing,No,771,Zara,https://www.zara.com/us/en/plush-sweatshirt-with-hood-p04174869.html,000005171-964-5,TEXTURED BAGGY JEANS LIMITED EDITION,"ZARA WOMAN COLLECTION

Midi skirt with a high waist made of a 10% wool blend. Front pockets. Back slit hem. Side hidden in-seam zip closure.",239,USD,8:50:13 a.m.,jackets,Man,YES,756,0.263852243,YES
196090,Front of Store,No,Clothing,No,2875,Zara,https://www.zara.com/us/en/sleeveless-dress-zw-collection-p09484486.html,000001017-319-1,TEXTURED KNIT T-SHIRT,Sleeveless high collar cropped sweater. Back zip closure.,149,USD,9:00:30 a.m.,coats,Woman,YES,2863,0,YES
197559,Front of Store,Yes,Clothing,No,633,Zara,https://www.zara.com/us/en/wide-fit-knit-pants-p04216410.html,000002486-228-2,PLUSH SOFT JOGGER PANTS,Lapel collar top with V-neck and long sleeves. Front knot. Side hidden in-seam zip closure.,8.9,USD,8:56:26 a.m.,coats,Woman,YES,618,0.643086817,YES
204621,Front of Store,No,Clothing,No,1289,Zara,https://www.zara.com/us/en/heeled-croc-ankle-boots-p13186310.html,000009548-490-5,PADDED BOMBER JACKET,Pants with adjustable elastic waistband and front pleats. Front pockets and back buttoned pockets. Front zip and button closure.,49.9,USD,8:50:08 a.m.,tracksuits,Woman,NO,1274,0.394011032,NO
201162,End-cap,Yes,Clothing,No,673,Zara,https://www.zara.com/us/en/cropped-gabardine-shirt-p04432029.html,000006089-171-6,MANTECO WOOL MENSWEAR-STYLE COAT ZW COLLECTION,Full cut sweatshirt with round neck and long sleeves. Contrasting printed text at front. Rib trim.,699,USD,8:50:50 a.m.,blazers,Woman,YES,659,0.457317073,NO
197512,Aisle,No,Clothing,No,1693,Zara,https://www.zara.com/us/en/high-rise-buttoned-leggings-p03046232.html,000002439-411-2,VELVET BUCKET BAG,"Flat animal print leather penny loafers. High vamp and saddle. Rounded toe. 

Sole height: 0.8 inches (2 cm)",19.99,USD,9:00:44 a.m.,tops,Man,YES,1678,0,NO
204466,Front of Store,No,Clothing,No,1617,Zara,https://www.zara.com/us/en/combination-print-t-shirt-p06224413.html,000009393-067-4,SEQUIN LACE BRA,"High heel slingbacks in mesh fabric. Thin straps with buckle closure. Squared vamp. Pointed toe. 

Heel height: 3.6 inches (9.2 cm)",15.9,USD,8:50:13 a.m.,knitwear,Woman,NO,1603,0.310945274,YES
197748,Aisle,No,Clothing,No,1027,Zara,https://www.zara.com/us/en/suede-driving-shoes-p12641320.html,000002675-532-9,TEXTURED ZIP CARDIGAN,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,39.9,USD,8:50:53 a.m.,tops,Man,YES,1015,0.296442688,YES
200645,Aisle,No,Clothing,Yes,1805,Zara,https://www.zara.com/us/en/suede-fisherman-sandals-p12436320.html,000005572-161-6,LAYERED BOX PLEAT SKIRT ZW COLLECTION,Quilted anorak with thermal insulation tested in laboratories to withstand temperatures between 23°F and -4°F (-5º and -20ºC). High collar and hood. Long sleeves with neoprene effect interior cuffs. Front pockets with hidden in-seam zippers and interior pocket. Adjustable elastic drawcord hem with toggle. Front heat-sealed zip closure.,259,USD,9:00:47 a.m.,cardigans,Man,YES,1791,0,YES
204210,Aisle,No,Clothing,Yes,2756,Zara,https://www.zara.com/us/en/zip-hoodie-sweatshirt-p00761420.html,000009137-010-3,FITTED STRAP DRESS,Sneakers. Lacing with seven pairs of eyelets. Has a tonal back piece. Welt around upper. Chunky sole.,45.99,USD,9:00:32 a.m.,overshirts,Woman,NO,2746,0.109130593,YES
201350,Front of Store,Yes,Clothing,Yes,2931,Zara,https://www.zara.com/us/en/patent-effect-heeled-slingbacks-p12239310.html,000006277-340-7,WOVEN STRAP SANDALS,Puffer jacket made of tear-resistant ripstop fabric. High collar and adjustable long sleeves with adhesive straps. Welt pockets at hip. Adjustable hem with side elastics. Front zip closure.,8.9,USD,9:10:37 a.m.,bodysuits,Man,YES,2917,0.10295127,YES
201450,End-cap,Yes,Clothing,Yes,2507,Zara,https://www.zara.com/us/en/heeled-leather-ankle-boots-p11105310.html,000006377-402-2,PLUSH SWEATSHIRT EVERLAST® X ZARA,Strapless straight neck top with asymmetrical neckline. Front slit at hem. Side hidden in-seam zip closure.,45.9,USD,8:51:43 a.m.,bags,Man,YES,2495,0.160578081,NO
195416,Aisle,Yes,Clothing,Yes,1009,Zara,https://www.zara.com/us/en/short-textured-dress-p05039302.html,000000343-940-6,TAILORED STRIPED SHIRT,Square neck top with straps. Soft feel fabric. Side hidden in-seam zip closure.,39.9,USD,8:50:13 a.m.,blazers,Woman,YES,996,0,YES
198966,Aisle,Yes,Clothing,Yes,1020,Zara,https://www.zara.com/us/en/double-collar-coat-p05940407.html,000003893-420-1,BASIC PUFFER JACKET,Blazer with round collar and long sleeves. Front flap detail. Front closure with embossed gold buttons.,39.99,USD,8:54:39 a.m.,pants,Woman,YES,1005,0.299401198,YES
200276,Front of Store,No,Clothing,Yes,1020,Zara,https://www.zara.com/us/en/vintage-effect-rib-t-shirt-p00977407.html,000005203-234-9,DENIM SKIRT TRF,Bodysuit made of stretch cotton with round neck and short sleeves. Bottom snap button closure.,139,USD,9:10:35 a.m.,linen,Man,YES,1006,0.399201597,NO
198653,Aisle,Yes,Clothing,Yes,907,Zara,https://www.zara.com/us/en/wool-blend-blazer-style-vest-p04234813.html,000003580-140-8,100% LINEN JOGGER WAIST PANTS,"Slim Fit - Straight Leg - Mid Waist
ZARA WOMAN JEANS

Jeans made of 100% cotton. Mid waist and belt loops. Five pockets. Washed effect. Front zip and button closure.",869,USD,8:56:34 a.m.,t-shirts,Woman,YES,892,0.557413601,NO
200971,Front of Store,No,Clothing,Yes,2956,Zara,https://www.zara.com/us/en/suede-sneakers-p12502320.html,000005898-545-1,JEWEL COTTON TOP,V-neck camisole with spaghetti straps. Contrast lace trim.,89.99,USD,8:56:35 a.m.,jeans,Woman,YES,2945,0.101971448,YES
196151,Front of Store,No,Clothing,Yes,1605,Zara,https://www.zara.com/us/en/chunky-sole-moc-toe-shoes-p12424320.html,000001078-039-3,STRAIGHT FIT CHINO PANTS,Coat with adjustable drawstring hood in contrasting fabric. Lapel collar and long sleeves with shoulder pads. Front welt pockets. Front zip and button closure.,17.9,USD,8:50:19 a.m.,t-shirts,Man,YES,1595,0.314465409,NO
197498,Front of Store,Yes,Clothing,No,2868,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,000002425-876-7,COMBINATION KNIT DENIM CARDIGAN,"ZARA WOMAN COLLECTION

Midi skirt with a frayed high waist. Box pleat detail and topstitching. Side hidden in-seam zip closure.

This pleated skirt highlights details like the frayed waist and hem and the topstitched pleats at the yoke in its design.",45.99,USD,9:10:36 a.m.,skirts,Man,YES,2858,0.034977265,YES
203961,End-cap,Yes,Clothing,No,935,Zara,https://www.zara.com/us/en/zippered-technical-fabric-ankle-boots-p11104310.html,000008888-071-1,PRINTED SHORT DRESS,"Bucket bag with buckles at sides. Canvas strap and adjustable crossbody strap. Magnetic closure. 

Height x Length x Width: 9.1 x 6.7 x 2.9 inches (23 x 17 x 7.5 cm)",489,USD,8:50:42 a.m.,puffers,Man,NO,924,0.108342362,NO
166331,Aisle,Yes,Clothing,No,1020,Zara,https://www.zara.com/us/en/floral-print-shirt-p02591124.html,000000012-935-4,FAUX SUEDE BOMBER JACKET,"ZARA WOMAN COLLECTION

Shirt made of 100% cotton. Mock neck and long sleeves with buttoned cuffs. Self ruffle detail. Front hidden button closure.",27.99,USD,8:51:35 a.m.,blazers,Woman,YES,1009,0.099206349,YES
201121,Front of Store,No,Clothing,No,2845,Zara,https://www.zara.com/us/en/contrasting-lace-up-boots-p12006320.html,000006048-935-6,POCKET KNIT SWEATER VEST,"ZARA WOMAN COLLECTION

Cropped jacket made of wool blend fabric. High collar and long sleeves. Front metal zip closure.",49.9,USD,8:51:33 a.m.,hoodies,Woman,YES,2831,0.141093474,NO
200452,End-cap,No,Clothing,Yes,1930,Zara,https://www.zara.com/us/en/soft-overshirt-p00706330.html,000005379-872-9,FINE RIBBED KNIT CARDIGAN,"HIGH WAIST - STRAIGHT - CROPPED - STRETCH

Five pocket jeans with a high waist. Washed effect. Self-belt with buckle. Cropped straight leg. Front zip and button closure.",89.9,USD,9:00:28 a.m.,puffers,Woman,YES,1919,0.104329682,NO
204615,End-cap,Yes,Clothing,Yes,1155,Zara,https://www.zara.com/us/en/straight-fit-jeans-p00774430.html,000009542-331-9,LOW RISE RELAXED FIT Z1975 JEANS,Sleeveless fitted dress with round neckline. Contrast double belt with metal buckle. Interior lining. Back hidden in-seam zip closure.,47.9,USD,9:10:52 a.m.,t-shirts,Woman,NO,1142,0.262008734,NO
200180,End-cap,Yes,Clothing,Yes,1269,Zara,https://www.zara.com/us/en/buckled-leather-knee-high-boots-p13072210.html,000005107-647-2,MULTIPIECE LEATHER SNEAKERS,"MID-RISE - WIDE LEG - FULL LENGTH

Mid rise five pocket jeans in rigid fabric. Long wide leg. Zip and metal button closure.",59.9,USD,8:50:43 a.m.,dresses,Woman,YES,1254,0.400320256,YES
199443,End-cap,Yes,Clothing,Yes,2141,Zara,https://www.zara.com/us/en/soft-turtleneck-sweater-p05536311.html,000004370-210-7,RIGID BAG,V-neck cardigan with long sleeves. Rib trim. Front button closure.,489,USD,8:50:59 a.m.,pants,Woman,YES,2126,0.094161959,YES
196073,Front of Store,Yes,Clothing,Yes,2586,Zara,https://www.zara.com/us/en/foil-halter-top-p01165060.html,000001000-037-9,DOUBLE WAIST WIDE LEG PANTS,Shorts made of linen fabric. Adjustable elastic drawstring waistband and front pleats. Front pockets and back patch pockets.,189,USD,8:51:43 a.m.,t-shirts,Woman,YES,2574,0.038834951,NO
203838,End-cap,Yes,Clothing,Yes,2771,Zara,https://www.zara.com/us/en/embroidered-text-hooded-sweatshirt-p04174323.html,000008765-969-3,CROPPED BOMBER JACKET LIMITED EDITION,"Rigid crossbody bag. Textured rubberized finish. Main compartment with heat-sealed zip closure and interior mesh pocket. Adjustable and removable shoulder strap.

Height x Length x Width: 4.3 x 6.7 x 2.4 inches (11 x 17 x 6 cm)",9.99,USD,8:50:27 a.m.,sweaters,Man,NO,2760,0,NO
201507,End-cap,Yes,Clothing,No,552,Zara,https://www.zara.com/us/en/knit-cardigan-with-short-sleeves-p05536003.html,000006434-638-5,PLEATED TWILL SKORT,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,19.99,USD,8:50:47 a.m.,shorts,Man,YES,541,0.184501845,YES
200976,Front of Store,No,Clothing,No,1882,Zara,https://www.zara.com/us/en/stretch-suit-jacket-p01564300.html,000005903-019-6,PATENT EFFECT HEELED SLINGBACKS,"Sneakers. Upper in a combination of materials, pieces, and colors. Lacing with seven pairs of eyelets. Chunky soles with irregular design.",279,USD,8:51:39 a.m.,shoes,Man,YES,1869,0.160771704,YES
197517,Aisle,Yes,Clothing,Yes,2744,Zara,https://www.zara.com/us/en/textured-knit-sweater-p02893158.html,000002444-524-1,LEATHER CHELSEA ANKLE BOOTS,"LIMITLESS CONTOUR COLLECTION
SLIM FIT - ROUND NECK - CROPPED - LONG SLEEVE

Round neck crop top with long sleeves.",7.99,USD,8:51:42 a.m.,suits,Man,YES,2734,0,NO
197970,Aisle,Yes,Clothing,Yes,2766,Zara,https://www.zara.com/us/en/sport-ripstop-backpack-p13229320.html,000002897-058-9,JOGGER PANTS,Long sleeve fitted dress with round neckline. Pronounced front seam detail.,869,USD,8:54:41 a.m.,bags,Woman,YES,2756,0.108735049,YES
201277,Aisle,Yes,Clothing,Yes,2144,Zara,https://www.zara.com/us/en/washed-effect-girl-print-sweatshirt-p01131321.html,000006204-987-1,SHORT SOFT DRESS,Skirt made of 100% wool. High elastic waist.,49.9,USD,9:00:43 a.m.,pants,Man,YES,2129,0.235404896,YES
201271,Front of Store,No,Clothing,No,680,Zara,https://www.zara.com/us/en/knit-mini-dress-p05536154.html,000006198-732-9,ZIP SWEATSHIRT,Midi skirt with a high waist made of 100% leather. Front hidden in-seam pockets. Self-fringe detail. Front slit. Back hidden in-seam zip closure.,49.9,USD,8:50:40 a.m.,overshirts,Woman,YES,665,0,YES
203246,Front of Store,No,Clothing,Yes,1217,Zara,https://www.zara.com/us/en/pocket-denim-overshirt-p01472403.html,000008173-829-2,SHORT STRUCTURED DRESS ZW COLLECTION,Cropped halter corset with V-neckline. Matching fitted hem. Back hook closure.,39.9,USD,8:56:28 a.m.,jackets,Man,NO,1203,0.083056478,YES
197847,Front of Store,Yes,Clothing,Yes,2838,Zara,https://www.zara.com/us/en/wool-blend-knit-mini-skirt-p02142229.html,000002774-905-7,RIB T-SHIRT,Lace-up boots. Contrasting topstitching around the upper. Lacing with seven pairs of eyelets. Back pull tab for ease. Rounded shape. Welt with topstitching around upper. Contrasting chunky sole. Lug sole.,329,USD,8:50:10 a.m.,sweatshirts,Man,YES,2825,0.070846617,NO
202771,End-cap,No,Clothing,Yes,2235,Zara,https://www.zara.com/us/en/polartec--polar-fleece-lining-p01732401.html,000007698-898-8,SOFT WOVEN TOTE BAG,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,19.99,USD,9:10:42 a.m.,pants,Man,YES,2223,0.17961383,NO
199544,Aisle,No,Clothing,Yes,2189,Zara,https://www.zara.com/us/en/flatform-sneakers-p15402310.html,000004471-479-2,SEMI-SHEER 100% SILK TOP,Fur texture fabric relaxed fit shorts. Elastic waist. Front pockets.,149,USD,8:50:09 a.m.,blazers,Man,YES,2177,0.091785223,YES
196503,Front of Store,No,Clothing,Yes,1775,Zara,https://www.zara.com/us/en/oversized-blazer-p02753132.html,000001430-676-4,FRINGED SHORT LEATHER CAPE,"Pants with a high waist with front pleats. Front pockets and back false welt pockets. Tonal lined belt. Front zip, inner button, and metal hook closure.",35.9,USD,9:10:32 a.m.,bags,Man,YES,1762,0.113378685,YES
203833,End-cap,No,Clothing,Yes,2108,Zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p03427793.html,000008760-868-8,BUTTONED V-NECK BODYSUIT,Straight fit pants made of wool blend fabric. Front pockets and back welt pockets. Front zip and button closure.,2.99,USD,8:51:03 a.m.,shoes,Woman,NO,2096,0.047687172,YES
195267,End-cap,No,Clothing,No,2909,Zara,https://www.zara.com/us/en/buckled-leather-gaiter-ankle-boots-p11126310.html,000000194-563-4,CROPPED LEATHER JACKET,Long sleeve cardigan with wide neck foldover collar. Front metal zip closure.,199,USD,9:00:36 a.m.,knitwear,Woman,YES,2899,0.068941744,YES
200087,Aisle,Yes,Clothing,No,1672,Zara,https://www.zara.com/us/en/fisherman-clogs-p12766320.html,000005014-944-3,TABBED COLLAR CROPPED SHIRT,Neoprene effect bomber sweatshirt with hood. Long sleeves with elastic cuffs. Side pockets. Front text detail. Front zip closure.,499,USD,8:51:05 a.m.,skirts,Man,YES,1660,0.060277275,YES
195159,Aisle,No,Clothing,Yes,686,Zara,https://www.zara.com/us/en/100-wool-pants-p01564116.html,000000086-827-8,SEMI-SHEER RIB TOP,"Mini city bag. Handles with topstitching and metal details. Removable and adjustable crossbody strap. Interior with two compartments. 

Height x Length x Width: 7.7 x 9.3 x 5 inches (19.6 x 23.5 x 12.7 cm)",7.99,USD,8:51:40 a.m.,skirts,Man,YES,674,0.747384155,NO
200956,Aisle,Yes,Clothing,Yes,1624,Zara,https://www.zara.com/us/en/long-striped-knit-dress-p05536165.html,000005883-369-7,FAUX FUR BALLET FLATS,Sweater made of soft touch fabric. Round neckline with jewel appliqués and long sleeves.,69.99,USD,9:00:33 a.m.,pants,Man,YES,1611,0.186567164,NO
201663,End-cap,Yes,Clothing,No,908,Zara,https://www.zara.com/us/en/adjustable-hem-bomber-jacket-p08372025.html,000006590-433-6,SQUARED NECK MINI DRESS,"Knee high boots with distressed effect. Thin heel. Pointed toe. 

Heel height: 3.1 inches (8 cm) 

This product may vary in tone and texture due to the unique characteristic of the raw materials used in the manufacturing process.",39.99,USD,9:10:33 a.m.,overshirts,Man,YES,895,0.22296544,NO
200834,Aisle,No,Clothing,Yes,655,Zara,https://www.zara.com/us/en/cropped-printed-shirt-p07795488.html,000005761-244-4,XL CANVAS TOTE BAG - LIMITED EDITION,"ZARA SENSUAL VANILLA EDP 30 ML (1.0 FL. OZ).

Eau de parfum. An indulgent floral amber scent with a heart of warm vanilla mocha. This luxurious fragrance combines rich florals with the comfort of creamy vanilla. 
Top notes: bergamot, sugary berries, Orpur France lavandin, rose. 
Middle notes: jasmine, lily, apple blossom, Orpur Madagascar vanilla. 
Base notes: Orpur vanilla, heliotrope, amber, musk, sandalwood.",119,USD,9:10:35 a.m.,tops,Woman,YES,643,0.618238022,NO
202066,Aisle,No,Clothing,Yes,2752,Zara,https://www.zara.com/us/en/textured-t-shirt-p01198410.html,000006993-397-7,SATIN EFFECT CROP SHIRT,"Pants with a high waist, pleats, and elastic waistband. Front pockets. Front zip and button closure.",15.99,USD,8:50:34 a.m.,bodysuits,Man,YES,2741,0.072912869,NO
202496,Front of Store,No,Clothing,Yes,2239,Zara,https://www.zara.com/us/en/relaxed-mid-waist-trf-jeans-p04730034.html,000007423-872-2,FAUX LEATHER BOMBER JACKET,"SLIM FIT - MOCK NECK - REGULAR LENGTH - SHORT SLEEVE

Top made of cotton blend fabric. Mock neck and short sleeves.",869,USD,9:00:49 a.m.,sweaters,Man,YES,2226,0.044903458,NO
200149,Front of Store,Yes,Clothing,Yes,2619,Zara,https://www.zara.com/us/en/polyamide-henley-bodysuit-p05039155.html,000005076-643-5,ROLLED FINISH SWEATER,Straight fit jeans. Front pockets and back patch pockets. Multi-functional pockets at legs. Washed effect. Front zip and button closure.,19.9,USD,9:10:33 a.m.,bodysuits,Man,YES,2605,0.038372985,YES
199806,Aisle,Yes,Clothing,No,2591,Zara,https://www.zara.com/us/en/satin-effect-waistband-pants-p04661542.html,000004733-580-2,LINEN BLEND STRIPED STRAPLESS TOP,Sneakers. Exterior in a combination of colors and materials. Lacing with seven pairs of eyelets. Chunky sole.,189,USD,9:00:28 a.m.,coats,Woman,YES,2577,0.194401244,NO
